Gene ID	Human associated gene name	Human gene stable ID
ENSMUSG00000098190		
ENSMUSG00000107114		
ENSMUSG00000078552	DCDC2B	ENSG00000222046
ENSMUSG00000079806	SPIN2A	ENSG00000147059
ENSMUSG00000079806	SPIN2B	ENSG00000186787
ENSMUSG00000025229	PITX3	ENSG00000107859
ENSMUSG00000052316	LRRC15	ENSG00000172061
ENSMUSG00000105385		
ENSMUSG00000081783		
ENSMUSG00000049908	GJA8	ENSG00000121634
ENSMUSG00000032348		
ENSMUSG00000098187		
ENSMUSG00000037868	EGR2	ENSG00000122877
ENSMUSG00000028797	TMEM234	ENSG00000160055
ENSMUSG00000069855		
ENSMUSG00000069729	ARID1B	ENSG00000049618
ENSMUSG00000062007	HSH2D	ENSG00000196684
ENSMUSG00000084087		
ENSMUSG00000048731		
ENSMUSG00000045969	ING1	ENSG00000153487
ENSMUSG00000100003		
ENSMUSG00000038155	GSTP1	ENSG00000084207
ENSMUSG00000085041		
ENSMUSG00000039219	ARID4B	ENSG00000054267
ENSMUSG00000038754	ELOVL3	ENSG00000119915
ENSMUSG00000047149	OR5J2	ENSG00000174957
ENSMUSG00000039899	FGL2	ENSG00000127951
ENSMUSG00000092394		
ENSMUSG00000038304	CD160	ENSG00000117281
ENSMUSG00000085689		
ENSMUSG00000056332		
ENSMUSG00000050671	ISM2	ENSG00000100593
ENSMUSG00000022421	NPTXR	ENSG00000221890
ENSMUSG00000104920		
ENSMUSG00000100479		
ENSMUSG00000075192	OR8K5	ENSG00000181752
ENSMUSG00000086356		
ENSMUSG00000101223		
ENSMUSG00000064280	CCDC146	ENSG00000135205
ENSMUSG00000099352		
ENSMUSG00000108181		
ENSMUSG00000109252		
ENSMUSG00000021604	IRX4	ENSG00000113430
ENSMUSG00000083864		
ENSMUSG00000067006	SERPINB5	ENSG00000206075
ENSMUSG00000048794	CFAP100	ENSG00000163885
ENSMUSG00000082063		
ENSMUSG00000062165		
ENSMUSG00000075190	OR8K3	ENSG00000280314
ENSMUSG00000108909		
ENSMUSG00000097175		
ENSMUSG00000093482		
ENSMUSG00000067949		
ENSMUSG00000070522		
ENSMUSG00000109221		
ENSMUSG00000100422		
ENSMUSG00000017832	HSPB9	ENSG00000260325
ENSMUSG00000027690	SLC2A2	ENSG00000163581
ENSMUSG00000108838		
ENSMUSG00000057123	GJA5	ENSG00000265107
ENSMUSG00000085776		
ENSMUSG00000024769	CDC42BPG	ENSG00000171219
ENSMUSG00000108902		
ENSMUSG00000097669		
ENSMUSG00000029828	C7orf31	ENSG00000153790
ENSMUSG00000094317		
ENSMUSG00000097900		
ENSMUSG00000079605	ZBTB9	ENSG00000213588
ENSMUSG00000105275		
ENSMUSG00000020623	MAP2K6	ENSG00000108984
ENSMUSG00000106976		
ENSMUSG00000085816		
ENSMUSG00000073144		
ENSMUSG00000085352		
ENSMUSG00000039873	NEURL2	ENSG00000124257
ENSMUSG00000103797		
ENSMUSG00000032412	ATP1B3	ENSG00000069849
ENSMUSG00000106310		
ENSMUSG00000057789	BAK1	ENSG00000030110
ENSMUSG00000084896		
ENSMUSG00000003469	PHYHIP	ENSG00000168490
ENSMUSG00000096127		
ENSMUSG00000063531	SEMA3E	ENSG00000170381
ENSMUSG00000042599	KDM7A	ENSG00000006459
ENSMUSG00000027365	TRPM7	ENSG00000092439
ENSMUSG00000106974		
ENSMUSG00000110067		
ENSMUSG00000022842	ECE2	ENSG00000145194
ENSMUSG00000017754	PLTP	ENSG00000100979
ENSMUSG00000046652		
ENSMUSG00000107380		
ENSMUSG00000103678		
ENSMUSG00000036938	PRSS2	ENSG00000275896
ENSMUSG00000036938	PRSS3	ENSG00000010438
ENSMUSG00000036938	PRSS1	ENSG00000204983
ENSMUSG00000059775		
ENSMUSG00000106893		
ENSMUSG00000101009		
ENSMUSG00000107185		
ENSMUSG00000103898		
ENSMUSG00000028859	CSF3R	ENSG00000119535
ENSMUSG00000085223		
ENSMUSG00000107233		
ENSMUSG00000095398		
ENSMUSG00000086139		
ENSMUSG00000091329		
ENSMUSG00000057969	SEMA3B	ENSG00000012171
ENSMUSG00000033350	CHST2	ENSG00000175040
ENSMUSG00000022494	SHISA9	ENSG00000237515
ENSMUSG00000082207		
ENSMUSG00000107601		
ENSMUSG00000105395		
ENSMUSG00000034528	HSD17B13	ENSG00000170509
ENSMUSG00000033948	ZSWIM5	ENSG00000162415
ENSMUSG00000101280		
ENSMUSG00000106955		
ENSMUSG00000109557		
ENSMUSG00000042248		
ENSMUSG00000106945		
ENSMUSG00000109276		
ENSMUSG00000034430	ZXDC	ENSG00000070476
ENSMUSG00000015522	ARNT	ENSG00000143437
ENSMUSG00000024807	SYVN1	ENSG00000162298
ENSMUSG00000106779		
ENSMUSG00000108994		
ENSMUSG00000107184		
ENSMUSG00000111716		
ENSMUSG00000029148	NRBP1	ENSG00000115216
ENSMUSG00000107017		
ENSMUSG00000086730		
ENSMUSG00000046856	GPR1	ENSG00000183671
ENSMUSG00000099955		
ENSMUSG00000036412	ARSI	ENSG00000183876
ENSMUSG00000075189		
ENSMUSG00000109751		
ENSMUSG00000033499	LARP4B	ENSG00000107929
ENSMUSG00000099873		
ENSMUSG00000106734		
ENSMUSG00000031627	IRF2	ENSG00000168310
ENSMUSG00000105528		
ENSMUSG00000109545		
ENSMUSG00000055833		
ENSMUSG00000054061		
ENSMUSG00000108974		
ENSMUSG00000106962		
ENSMUSG00000020536	LLGL1	ENSG00000131899
ENSMUSG00000106803		
ENSMUSG00000051515	FAM181B	ENSG00000182103
ENSMUSG00000024558	MAPK4	ENSG00000141639
ENSMUSG00000037997	PARP11	ENSG00000111224
ENSMUSG00000107222		
ENSMUSG00000109308		
ENSMUSG00000107215		
ENSMUSG00000073791	EFCAB7	ENSG00000203965
ENSMUSG00000096513		
ENSMUSG00000097644		
ENSMUSG00000035545	LENG8	ENSG00000167615
ENSMUSG00000096760		
ENSMUSG00000031491	CHRNA6	ENSG00000147434
ENSMUSG00000089932		
ENSMUSG00000036854	HSPB6	ENSG00000004776
ENSMUSG00000060798	INTU	ENSG00000164066
ENSMUSG00000028549	ITGB3BP	ENSG00000142856
ENSMUSG00000040836	GPR161	ENSG00000143147
ENSMUSG00000090263		
ENSMUSG00000037434	SLC30A1	ENSG00000170385
ENSMUSG00000107402		
ENSMUSG00000101959	LDHAL6B	ENSG00000171989
ENSMUSG00000023266	FRS3	ENSG00000137218
ENSMUSG00000030303	FAR2	ENSG00000064763
ENSMUSG00000031555	ADAM9	ENSG00000168615
ENSMUSG00000004945	TMEM242	ENSG00000215712
ENSMUSG00000024114		
ENSMUSG00000036845	LIN37	ENSG00000267796
ENSMUSG00000021185	C14orf159	ENSG00000133943
ENSMUSG00000086187		
ENSMUSG00000103755		
ENSMUSG00000019173	RAB5C	ENSG00000108774
ENSMUSG00000110389		
ENSMUSG00000030057	CNBP	ENSG00000169714
ENSMUSG00000100207		
ENSMUSG00000033159	CNPPD1	ENSG00000115649
ENSMUSG00000070803	CITED4	ENSG00000179862
ENSMUSG00000073982	RHOG	ENSG00000177105
ENSMUSG00000002900	LAMB1	ENSG00000091136
ENSMUSG00000041859	MCM3	ENSG00000112118
ENSMUSG00000100142		
ENSMUSG00000040123	ZMYM5	ENSG00000132950
ENSMUSG00000040795	IQCC	ENSG00000160051
ENSMUSG00000095017		
ENSMUSG00000083417		
ENSMUSG00000101133		
ENSMUSG00000083672		
ENSMUSG00000022886		
ENSMUSG00000025791	PGM1	ENSG00000079739
ENSMUSG00000084880		
ENSMUSG00000030034	INO80B	ENSG00000115274
ENSMUSG00000030034	INO80B-WBP1	ENSG00000274049
ENSMUSG00000090115	USP49	ENSG00000164663
ENSMUSG00000083613		
ENSMUSG00000089697		
ENSMUSG00000048992		
ENSMUSG00000009070	RSPH14	ENSG00000100218
ENSMUSG00000022533	ATP13A3	ENSG00000133657
ENSMUSG00000042272	SESTD1	ENSG00000187231
ENSMUSG00000047735	SAMD9L	ENSG00000177409
ENSMUSG00000100889		
ENSMUSG00000109102		
ENSMUSG00000105483		
ENSMUSG00000061816	MYL1	ENSG00000168530
ENSMUSG00000108109		
ENSMUSG00000099338		
ENSMUSG00000036864	PROSER3	ENSG00000167595
ENSMUSG00000056115		
ENSMUSG00000110414		
ENSMUSG00000110374		
ENSMUSG00000020097	SGPL1	ENSG00000166224
ENSMUSG00000029423	PIWIL1	ENSG00000125207
ENSMUSG00000017760	CTSA	ENSG00000064601
ENSMUSG00000006494	PDK1	ENSG00000152256
ENSMUSG00000099607		
ENSMUSG00000107303		
ENSMUSG00000082286		
ENSMUSG00000044350	LACC1	ENSG00000179630
ENSMUSG00000044350	RP11-65B7.2	ENSG00000281883
ENSMUSG00000100242		
ENSMUSG00000098002		
ENSMUSG00000033475	TOMM6	ENSG00000214736
ENSMUSG00000095101		
ENSMUSG00000100167		
ENSMUSG00000099462		
ENSMUSG00000094648		
ENSMUSG00000107059		
ENSMUSG00000086777		
ENSMUSG00000093904	TOMM20	ENSG00000173726
ENSMUSG00000089948		
ENSMUSG00000054412		
ENSMUSG00000084823		
ENSMUSG00000072592		
ENSMUSG00000083512		
ENSMUSG00000070908		
ENSMUSG00000109409		
ENSMUSG00000025868	HIGD2B	ENSG00000175202
ENSMUSG00000025868	HIGD2A	ENSG00000146066
ENSMUSG00000102474		
ENSMUSG00000062551		
ENSMUSG00000108958		
ENSMUSG00000090399		
ENSMUSG00000096549	PRICKLE4	ENSG00000278224
ENSMUSG00000096549	PRICKLE4	ENSG00000124593
ENSMUSG00000044156	HEPACAM2	ENSG00000188175
ENSMUSG00000101434		
ENSMUSG00000034795	CCDC122	ENSG00000151773
ENSMUSG00000040009	GNAZ	ENSG00000128266
ENSMUSG00000053641	DENND4A	ENSG00000174485
ENSMUSG00000100061		
ENSMUSG00000086774		
ENSMUSG00000100713	IFNA7	ENSG00000214042
ENSMUSG00000100713	IFNA8	ENSG00000120242
ENSMUSG00000100713	IFNA1	ENSG00000197919
ENSMUSG00000100713	IFNA16	ENSG00000147885
ENSMUSG00000100713	IFNA6	ENSG00000120235
ENSMUSG00000100713	IFNA5	ENSG00000147873
ENSMUSG00000100713	IFNA13	ENSG00000233816
ENSMUSG00000100713	IFNA17	ENSG00000234829
ENSMUSG00000100713	IFNA21	ENSG00000137080
ENSMUSG00000100713	IFNA10	ENSG00000186803
ENSMUSG00000100713	IFNA4	ENSG00000236637
ENSMUSG00000100713	IFNA14	ENSG00000228083
ENSMUSG00000100713	IFNA2	ENSG00000188379
ENSMUSG00000009418	NAV1	ENSG00000134369
ENSMUSG00000043432	LENG9	ENSG00000275183
ENSMUSG00000056203	TAS2R60	ENSG00000185899
ENSMUSG00000028289	EPHA7	ENSG00000135333
ENSMUSG00000106713		
ENSMUSG00000100017		
ENSMUSG00000102456		
ENSMUSG00000101463		
ENSMUSG00000092558	MED20	ENSG00000124641
ENSMUSG00000106776		
ENSMUSG00000096289		
ENSMUSG00000102417		
ENSMUSG00000081298		
ENSMUSG00000085636		
ENSMUSG00000041698	SLCO1A2	ENSG00000084453
ENSMUSG00000028706	NSUN4	ENSG00000117481
ENSMUSG00000109196		
ENSMUSG00000061080	LSAMP	ENSG00000185565
ENSMUSG00000086996		
ENSMUSG00000100549	IFNA7	ENSG00000214042
ENSMUSG00000100549	IFNA8	ENSG00000120242
ENSMUSG00000100549	IFNA1	ENSG00000197919
ENSMUSG00000100549	IFNA16	ENSG00000147885
ENSMUSG00000100549	IFNA6	ENSG00000120235
ENSMUSG00000100549	IFNA5	ENSG00000147873
ENSMUSG00000100549	IFNA13	ENSG00000233816
ENSMUSG00000100549	IFNA17	ENSG00000234829
ENSMUSG00000100549	IFNA21	ENSG00000137080
ENSMUSG00000100549	IFNA10	ENSG00000186803
ENSMUSG00000100549	IFNA4	ENSG00000236637
ENSMUSG00000100549	IFNA14	ENSG00000228083
ENSMUSG00000100549	IFNA2	ENSG00000188379
ENSMUSG00000025821	ZNF282	ENSG00000170265
ENSMUSG00000109327		
ENSMUSG00000061306	SLC38A10	ENSG00000157637
ENSMUSG00000039428	TMEM135	ENSG00000166575
ENSMUSG00000109496		
ENSMUSG00000111186		
ENSMUSG00000101252	IFNA7	ENSG00000214042
ENSMUSG00000101252	IFNA8	ENSG00000120242
ENSMUSG00000101252	IFNA1	ENSG00000197919
ENSMUSG00000101252	IFNA16	ENSG00000147885
ENSMUSG00000101252	IFNA6	ENSG00000120235
ENSMUSG00000101252	IFNA5	ENSG00000147873
ENSMUSG00000101252	IFNA13	ENSG00000233816
ENSMUSG00000101252	IFNA17	ENSG00000234829
ENSMUSG00000101252	IFNA21	ENSG00000137080
ENSMUSG00000101252	IFNA10	ENSG00000186803
ENSMUSG00000101252	IFNA4	ENSG00000236637
ENSMUSG00000101252	IFNA14	ENSG00000228083
ENSMUSG00000101252	IFNA2	ENSG00000188379
ENSMUSG00000023984	MED20	ENSG00000124641
ENSMUSG00000028749	PLA2G2F	ENSG00000158786
ENSMUSG00000087703		
ENSMUSG00000099428		
ENSMUSG00000109569		
ENSMUSG00000031448	ADPRHL1	ENSG00000153531
ENSMUSG00000036553	SH3TC1	ENSG00000125089
ENSMUSG00000079444	PRICKLE4	ENSG00000278224
ENSMUSG00000079444	PRICKLE4	ENSG00000124593
ENSMUSG00000096965		
ENSMUSG00000098165		
ENSMUSG00000095064		
ENSMUSG00000047415	GPR68	ENSG00000119714
ENSMUSG00000086930		
ENSMUSG00000046352	GJB2	ENSG00000165474
ENSMUSG00000029544	CABP1	ENSG00000157782
ENSMUSG00000059956	SERPINB12	ENSG00000166634
ENSMUSG00000095137		
ENSMUSG00000036246	GMIP	ENSG00000089639
ENSMUSG00000095191		
ENSMUSG00000102525		
ENSMUSG00000068120		
ENSMUSG00000021936	MAPK8	ENSG00000107643
ENSMUSG00000044801		
ENSMUSG00000051041	OLFML1	ENSG00000183801
ENSMUSG00000096682	IFNA7	ENSG00000214042
ENSMUSG00000096682	IFNA8	ENSG00000120242
ENSMUSG00000096682	IFNA1	ENSG00000197919
ENSMUSG00000096682	IFNA16	ENSG00000147885
ENSMUSG00000096682	IFNA6	ENSG00000120235
ENSMUSG00000096682	IFNA5	ENSG00000147873
ENSMUSG00000096682	IFNA13	ENSG00000233816
ENSMUSG00000096682	IFNA17	ENSG00000234829
ENSMUSG00000096682	IFNA21	ENSG00000137080
ENSMUSG00000096682	IFNA10	ENSG00000186803
ENSMUSG00000096682	IFNA4	ENSG00000236637
ENSMUSG00000096682	IFNA14	ENSG00000228083
ENSMUSG00000096682	IFNA2	ENSG00000188379
ENSMUSG00000082429		
ENSMUSG00000097186		
ENSMUSG00000078795		
ENSMUSG00000111015		
ENSMUSG00000110659		
ENSMUSG00000024309	PFDN6	ENSG00000204220
ENSMUSG00000094540		
ENSMUSG00000109494		
ENSMUSG00000070904	IFNA7	ENSG00000214042
ENSMUSG00000070904	IFNA8	ENSG00000120242
ENSMUSG00000070904	IFNA1	ENSG00000197919
ENSMUSG00000070904	IFNA16	ENSG00000147885
ENSMUSG00000070904	IFNA6	ENSG00000120235
ENSMUSG00000070904	IFNA5	ENSG00000147873
ENSMUSG00000070904	IFNA13	ENSG00000233816
ENSMUSG00000070904	IFNA17	ENSG00000234829
ENSMUSG00000070904	IFNA21	ENSG00000137080
ENSMUSG00000070904	IFNA10	ENSG00000186803
ENSMUSG00000070904	IFNA4	ENSG00000236637
ENSMUSG00000070904	IFNA14	ENSG00000228083
ENSMUSG00000070904	IFNA2	ENSG00000188379
ENSMUSG00000109374		
ENSMUSG00000082604		
ENSMUSG00000036006	FAM65B	ENSG00000111913
ENSMUSG00000036006	AL078584.1	ENSG00000283467
ENSMUSG00000074183	GSTA3	ENSG00000174156
ENSMUSG00000074183	GSTA5	ENSG00000182793
ENSMUSG00000074183	GSTA2	ENSG00000244067
ENSMUSG00000074183	GSTA1	ENSG00000243955
ENSMUSG00000091672		
ENSMUSG00000027788	OTOL1	ENSG00000182447
ENSMUSG00000095498	IFNA7	ENSG00000214042
ENSMUSG00000095498	IFNA8	ENSG00000120242
ENSMUSG00000095498	IFNA1	ENSG00000197919
ENSMUSG00000095498	IFNA16	ENSG00000147885
ENSMUSG00000095498	IFNA6	ENSG00000120235
ENSMUSG00000095498	IFNA5	ENSG00000147873
ENSMUSG00000095498	IFNA13	ENSG00000233816
ENSMUSG00000095498	IFNA17	ENSG00000234829
ENSMUSG00000095498	IFNA21	ENSG00000137080
ENSMUSG00000095498	IFNA10	ENSG00000186803
ENSMUSG00000095498	IFNA4	ENSG00000236637
ENSMUSG00000095498	IFNA14	ENSG00000228083
ENSMUSG00000095498	IFNA2	ENSG00000188379
ENSMUSG00000108370		
ENSMUSG00000022824	MUC13	ENSG00000173702
ENSMUSG00000071521	PRSS2	ENSG00000275896
ENSMUSG00000071521	PRSS3	ENSG00000010438
ENSMUSG00000071521	PRSS1	ENSG00000204983
ENSMUSG00000089840		
ENSMUSG00000006423	CXorf56	ENSG00000018610
ENSMUSG00000100144		
ENSMUSG00000074404		
ENSMUSG00000041202	PLA2G2D	ENSG00000117215
ENSMUSG00000002812	FLII	ENSG00000177731
ENSMUSG00000044296	ZNF879	ENSG00000234284
ENSMUSG00000081395		
ENSMUSG00000111338		
ENSMUSG00000045364	IFNE	ENSG00000184995
ENSMUSG00000074284		
ENSMUSG00000073010		
ENSMUSG00000096763		
ENSMUSG00000031431	TSC22D3	ENSG00000157514
ENSMUSG00000035057	MGAT4D	ENSG00000205301
ENSMUSG00000081329		
ENSMUSG00000032290	PTPN9	ENSG00000169410
ENSMUSG00000110333		
ENSMUSG00000035164	ZC3H12C	ENSG00000149289
ENSMUSG00000095008		
ENSMUSG00000021514	ZNF274	ENSG00000171606
ENSMUSG00000052821	CYSLTR1	ENSG00000173198
ENSMUSG00000040055	GJB6	ENSG00000121742
ENSMUSG00000063932		
ENSMUSG00000030731	SYT3	ENSG00000213023
ENSMUSG00000110970		
ENSMUSG00000053950	ADNP2	ENSG00000101544
ENSMUSG00000105789		
ENSMUSG00000082174		
ENSMUSG00000102913		
ENSMUSG00000015217		
ENSMUSG00000082136		
ENSMUSG00000083595		
ENSMUSG00000105716		
ENSMUSG00000083432		
ENSMUSG00000106260		
ENSMUSG00000108366		
ENSMUSG00000085183		
ENSMUSG00000103020		
ENSMUSG00000075254	HEG1	ENSG00000173706
ENSMUSG00000087412		
ENSMUSG00000092506		
ENSMUSG00000084962		
ENSMUSG00000082527		
ENSMUSG00000087291		
ENSMUSG00000102536		
ENSMUSG00000026532	SPTA1	ENSG00000163554
ENSMUSG00000095686		
ENSMUSG00000109175		
ENSMUSG00000109092		
ENSMUSG00000105663		
ENSMUSG00000052763	ZNF212	ENSG00000170260
ENSMUSG00000109476		
ENSMUSG00000109315		
ENSMUSG00000079104	PRPS1	ENSG00000147224
ENSMUSG00000087561		
ENSMUSG00000085569		
ENSMUSG00000071454	DTNB	ENSG00000138101
ENSMUSG00000109172		
ENSMUSG00000090126		
ENSMUSG00000104724		
ENSMUSG00000109195		
ENSMUSG00000031150	CCDC120	ENSG00000147144
ENSMUSG00000109173		
ENSMUSG00000020151	PTPRR	ENSG00000153233
ENSMUSG00000086372		
ENSMUSG00000097074		
ENSMUSG00000084265		
ENSMUSG00000106010		
ENSMUSG00000031725		
ENSMUSG00000109202		
ENSMUSG00000020439	SMTN	ENSG00000183963
ENSMUSG00000078982		
ENSMUSG00000104579		
ENSMUSG00000104919		
ENSMUSG00000016308	UBE2A	ENSG00000077721
ENSMUSG00000049109	THEMIS	ENSG00000172673
ENSMUSG00000028149	RAP1GDS1	ENSG00000138698
ENSMUSG00000105558		
ENSMUSG00000108963		
ENSMUSG00000095976		
ENSMUSG00000105628		
ENSMUSG00000047022	MIPOL1	ENSG00000151338
ENSMUSG00000105942		
ENSMUSG00000109443		
ENSMUSG00000032087	DSCAML1	ENSG00000177103
ENSMUSG00000106249		
ENSMUSG00000109059		
ENSMUSG00000106292		
ENSMUSG00000108853		
ENSMUSG00000104984		
ENSMUSG00000104557		
ENSMUSG00000107452		
ENSMUSG00000105769		
ENSMUSG00000106095		
ENSMUSG00000109405		
ENSMUSG00000101281		
ENSMUSG00000109199		
ENSMUSG00000037463	FBXO27	ENSG00000161243
ENSMUSG00000107911		
ENSMUSG00000109576		
ENSMUSG00000021036	SPTLC2	ENSG00000100596
ENSMUSG00000101459		
ENSMUSG00000095962		
ENSMUSG00000104785		
ENSMUSG00000085014		
ENSMUSG00000111618		
ENSMUSG00000038738	SHANK1	ENSG00000161681
ENSMUSG00000084925		
ENSMUSG00000082048		
ENSMUSG00000047821	TRIM16	ENSG00000221926
ENSMUSG00000047821	TRIM16L	ENSG00000108448
ENSMUSG00000111429		
ENSMUSG00000083635		
ENSMUSG00000031381	PIGA	ENSG00000165195
ENSMUSG00000095499		
ENSMUSG00000028631	KCNQ4	ENSG00000117013
ENSMUSG00000100385		
ENSMUSG00000047676		
ENSMUSG00000032204	AQP9	ENSG00000103569
ENSMUSG00000020143	DOCK2	ENSG00000134516
ENSMUSG00000027520	ZDBF2	ENSG00000204186
ENSMUSG00000070047	FAT1	ENSG00000083857
ENSMUSG00000107177		
ENSMUSG00000081484		
ENSMUSG00000084203		
ENSMUSG00000104524		
ENSMUSG00000034235	USP54	ENSG00000166348
ENSMUSG00000055489	ANO5	ENSG00000171714
ENSMUSG00000085550		
ENSMUSG00000105779		
ENSMUSG00000100064		
ENSMUSG00000083826		
ENSMUSG00000109332		
ENSMUSG00000090214		
ENSMUSG00000081838		
ENSMUSG00000082289		
ENSMUSG00000028358	ZNF618	ENSG00000157657
ENSMUSG00000057637	PRDM2	ENSG00000116731
ENSMUSG00000087701		
ENSMUSG00000072812	AHNAK2	ENSG00000185567
ENSMUSG00000029422	RSRC2	ENSG00000111011
ENSMUSG00000050410	TCF19	ENSG00000137310
ENSMUSG00000095287		
ENSMUSG00000001804	DSG4	ENSG00000175065
ENSMUSG00000102817		
ENSMUSG00000021606	NDUFS6	ENSG00000145494
ENSMUSG00000003378	GRIK5	ENSG00000105737
ENSMUSG00000003585	SEC14L2	ENSG00000100003
ENSMUSG00000003585	RP4-539M6.19	ENSG00000249590
ENSMUSG00000104327		
ENSMUSG00000111561		
ENSMUSG00000098092		
ENSMUSG00000110919		
ENSMUSG00000095163		
ENSMUSG00000099541		
ENSMUSG00000085991		
ENSMUSG00000111709	GSTA3	ENSG00000174156
ENSMUSG00000111709	GSTA5	ENSG00000182793
ENSMUSG00000111709	GSTA2	ENSG00000244067
ENSMUSG00000111709	GSTA1	ENSG00000243955
ENSMUSG00000106614		
ENSMUSG00000105190		
ENSMUSG00000048284	TAS2R41	ENSG00000221855
ENSMUSG00000109263		
ENSMUSG00000111780		
ENSMUSG00000085987		
ENSMUSG00000090173	FBXW10	ENSG00000171931
ENSMUSG00000090173	CDRT1	ENSG00000241322
ENSMUSG00000090173	RP11-385D13.1	ENSG00000251537
ENSMUSG00000090173	CDRT1	ENSG00000283295
ENSMUSG00000096374		
ENSMUSG00000111112		
ENSMUSG00000033099	NOL12	ENSG00000273899
ENSMUSG00000033099	RP1-37E16.12	ENSG00000100101
ENSMUSG00000111520		
ENSMUSG00000108150		
ENSMUSG00000068240		
ENSMUSG00000108611		
ENSMUSG00000091416		
ENSMUSG00000096283		
ENSMUSG00000028414	FKTN	ENSG00000106692
ENSMUSG00000108324		
ENSMUSG00000095793		
ENSMUSG00000068574		
ENSMUSG00000086904		
ENSMUSG00000042190	CMKLR1	ENSG00000174600
ENSMUSG00000082364		
ENSMUSG00000111702		
ENSMUSG00000109041		
ENSMUSG00000110677		
ENSMUSG00000082507		
ENSMUSG00000020495	SMG8	ENSG00000167447
ENSMUSG00000084369		
ENSMUSG00000103664		
ENSMUSG00000097416		
ENSMUSG00000058254	TSPAN7	ENSG00000156298
ENSMUSG00000049353	RD3	ENSG00000198570
ENSMUSG00000069971	C16orf78	ENSG00000166152
ENSMUSG00000021816	PPP3CB	ENSG00000107758
ENSMUSG00000058441	PANX2	ENSG00000073150
ENSMUSG00000047547	CLTB	ENSG00000175416
ENSMUSG00000107365		
ENSMUSG00000029311	HSD17B11	ENSG00000198189
ENSMUSG00000009376	MET	ENSG00000105976
ENSMUSG00000085713		
ENSMUSG00000107981		
ENSMUSG00000106833		
ENSMUSG00000030987	STIM1	ENSG00000167323
ENSMUSG00000107042		
ENSMUSG00000105125		
ENSMUSG00000106905		
ENSMUSG00000087331		
ENSMUSG00000107219		
ENSMUSG00000030350	PRMT8	ENSG00000111218
ENSMUSG00000031101	SASH3	ENSG00000122122
ENSMUSG00000105425		
ENSMUSG00000026739	COMMD3-BMI1	ENSG00000269897
ENSMUSG00000026739	BMI1	ENSG00000168283
ENSMUSG00000107714		
ENSMUSG00000109077		
ENSMUSG00000104816		
ENSMUSG00000014313	COX6C	ENSG00000164919
ENSMUSG00000107697		
ENSMUSG00000078307	C11orf87	ENSG00000185742
ENSMUSG00000109226		
ENSMUSG00000082575		
ENSMUSG00000097491		
ENSMUSG00000109440		
ENSMUSG00000049303	SYT12	ENSG00000173227
ENSMUSG00000104847		
ENSMUSG00000015363	TRABD	ENSG00000170638
ENSMUSG00000071466		
ENSMUSG00000107253		
ENSMUSG00000106648		
ENSMUSG00000061414	CRACR2A	ENSG00000130038
ENSMUSG00000036249	RBM43	ENSG00000184898
ENSMUSG00000102103		
ENSMUSG00000085436		
ENSMUSG00000016496	CD274	ENSG00000120217
ENSMUSG00000103113		
ENSMUSG00000034473	SEC22A	ENSG00000121542
ENSMUSG00000028298	CGA	ENSG00000135346
ENSMUSG00000075571	DEFB135	ENSG00000205883
ENSMUSG00000082180		
ENSMUSG00000103413		
ENSMUSG00000081894		
ENSMUSG00000110430	CMTM1	ENSG00000089505
ENSMUSG00000058135		
ENSMUSG00000039834	ZNF335	ENSG00000198026
ENSMUSG00000087461		
ENSMUSG00000087132		
ENSMUSG00000094342		
ENSMUSG00000060429	SNTB1	ENSG00000172164
ENSMUSG00000103015		
ENSMUSG00000062937	MTAP	ENSG00000099810
ENSMUSG00000062937	RP11-145E5.5	ENSG00000264545
ENSMUSG00000104859		
ENSMUSG00000031876		
ENSMUSG00000020400	TNIP1	ENSG00000145901
ENSMUSG00000018921	PELP1	ENSG00000141456
ENSMUSG00000089849		
ENSMUSG00000054763	DEFB136	ENSG00000205884
ENSMUSG00000041845	RHOD	ENSG00000173156
ENSMUSG00000109227		
ENSMUSG00000007564	PPP2R1A	ENSG00000105568
ENSMUSG00000074127	CMTM2	ENSG00000140932
ENSMUSG00000087122		
ENSMUSG00000109343		
ENSMUSG00000039153	RUNX2	ENSG00000124813
ENSMUSG00000016498	PDCD1LG2	ENSG00000197646
ENSMUSG00000003279	DLGAP1	ENSG00000170579
ENSMUSG00000108719		
ENSMUSG00000039963	CCDC40	ENSG00000141519
ENSMUSG00000101565		
ENSMUSG00000008028	C19orf81	ENSG00000235034
ENSMUSG00000027366	SPPL2A	ENSG00000138600
ENSMUSG00000023170	GPS2	ENSG00000132522
ENSMUSG00000034664	ITGA2B	ENSG00000005961
ENSMUSG00000071519	PRSS2	ENSG00000275896
ENSMUSG00000071519	PRSS3	ENSG00000010438
ENSMUSG00000071519	PRSS1	ENSG00000204983
ENSMUSG00000085824		
ENSMUSG00000094846		
ENSMUSG00000107868		
ENSMUSG00000110175		
ENSMUSG00000057130	TXNL4A	ENSG00000141759
ENSMUSG00000111423		
ENSMUSG00000108372		
ENSMUSG00000014773	DLL1	ENSG00000198719
ENSMUSG00000108509		
ENSMUSG00000083989		
ENSMUSG00000096775		
ENSMUSG00000111020		
ENSMUSG00000106681		
ENSMUSG00000109285		
ENSMUSG00000011837	SNAPC2	ENSG00000104976
ENSMUSG00000022763	AIFM3	ENSG00000183773
ENSMUSG00000058119	PRSS2	ENSG00000275896
